yaw,row,coordinates,x轴夹角,y轴夹角,z轴夹角
1100,2250,"[-83.1, 51.45, 41.55]",38.51340773020569,61.02363569731933,66.96886811479779
1100,2300,"[-83.69, 51.84, 41.75]",38.496468982018634,61.001034446927896,67.01844055782055
1100,2350,"[-75.85, 48.31, 22.93]",35.184523494346635,58.63078365103668,75.69545759480057
1100,2400,"[-70.56, 47.14, 6.96]",34.03219840521686,56.381763924445,85.31113577115688
1100,2450,"[-70.46, 47.24, 6.76]",34.10904146271288,56.28137619371508,85.44382846024112
1100,2500,"[-69.58, 49.2, -12.25]",36.08036608399896,55.147051396810554,81.81977712874955
1100,2550,"[-69.58, 49.1, -11.96]",35.990738418972505,55.182801133275326,82.00555874302985
1100,2600,"[-74.19, 55.17, -34.4]",41.2295557942027,55.994915759075226,69.59108388230248
1100,2650,"[-77.91, 58.9, -48.61]",44.42752449895745,57.32401589577663,63.540338365873495
1100,2700,"[-77.71, 59.29, -48.61]",44.61389731434643,57.103653997580786,63.558253509070276
1100,2750,"[-83.99, 65.37, -91.14]",53.172486809334735,62.19113915235866,49.42558140357281
1100,2800,"[-84.48, 65.66, -90.45]",52.916525941109654,62.05331627997113,49.790154652835575
1100,2850,"[-65.46, 53.9, -144.94]",67.05647258191635,71.27766503198065,30.329187487602418
1100,2900,"[-64.88, 53.51, -145.24]",67.2582391930379,71.40770817840475,30.072493161338272
1100,2950,"[-33.22, 32.83, -161.7]",78.61656896339888,78.75196401771734,16.11076384848677
1100,3000,"[-11.66, 19.6, -160.82]",85.88347034441219,83.06933854469803,8.071352306291914
1100,3050,"[-11.96, 19.99, -159.45]",85.74359520722368,82.87400978577406,8.31176244547967
1100,3100,"[1.67, 11.86, -152.59]",89.37484468128926,85.55590755764146,4.488022816469022
1100,3150,"[1.08, 11.96, -151.7]",89.59336199407049,85.49224952097694,4.526130044381406
1100,3200,"[5.98, 8.82, -147.78]",87.68687027132079,86.58723610084908,4.124343903776368
1150,50,"[7.06, 8.33, -146.9]",87.25289375080266,86.75823829549891,4.251089123973994
1150,100,"[8.33, 6.57, -147.69]",86.77501076923379,87.45690901614721,4.108717551437057
1150,150,"[8.23, 6.86, -147.2]",86.80336820422733,87.33591506785343,4.162999850462082
1150,200,"[12.64, 3.14, -151.12]",85.21981452542832,88.81380959368639,4.925827104941966
1150,250,"[17.25, -1.57, -155.82]",83.68313130213974,89.42622781677223,6.343085034736203
1150,300,"[17.25, -1.27, -155.72]",83.67899784060081,89.53556601536027,6.338180137406827
